2,0.9323282269091113
3,0.9307287434908077
4,0.9246417769798906
5,0.9238197364519387
6,0.9228268229769091
7,0.9225354251564221
8,0.9175905136346014
9,0.911688613979709
10,0.9120984106045895
11,0.9110684514171866
12,0.9081705390819758
13,0.8971519137715334
14,0.9015425034157885
15,0.8373213884501532
16,0.8473994750843833
17,0.847263893708293
18,0.8414321918160359
19,0.844059013137868
20,0.8056494664047852
21,0.8422529154039997
22,0.8445969344560492
23,0.8484046868149611
24,0.84455582321451
25,0.8290251255186906
26,0.8336865038632095
27,0.7938739730039714
28,0.8126609215595969
29,0.833091398726811
30,0.7898260323746015
31,0.8021659742364801
32,0.8047055767523871
33,0.7976046805400785
34,0.7958452384964614
35,0.7541258557863882
36,0.8159228950051639
37,0.7508194675516954
38,0.7771026573017146
39,0.7477597073392662
40,0.7614472102739458
41,0.7137639893544551
42,0.7722871911666287
43,0.7131510332070528
44,0.7724058922426976
45,0.6969254636753209
46,0.74981610440487
47,0.7394383591954765
48,0.7510928306586747
49,0.7125022395649839
50,0.7381309377007554
51,0.6937928809386594
52,0.7202241539356646
53,0.7267000994797602
54,0.7149138064857669
55,0.6999344130105354
56,0.6724853622019574
57,0.6704513132202847
58,0.6711727632332288
59,0.6784264624823335
60,0.6830792839850336
61,0.680837413313389
62,0.6986876781024725
63,0.6704418141203471
64,0.6749312143503736
65,0.6547614853976192
66,0.6394966954082731
67,0.6945471814689845
68,0.6669371632428901
69,0.654263253955003
70,0.6306690411641007
71,0.6423125704866641
72,0.6387531703629218
73,0.6321441085533279
74,0.6502518675851044
75,0.6056808905535049
76,0.6469821562223022
77,0.6311730463551816
78,0.6200502586034968
79,0.5966048758407237
80,0.6164292081675893
81,0.6054377845447735
82,0.6034453887586726
83,0.6042146236925943
84,0.6072263321971515
85,0.6091395031102419
86,0.610357859729324
87,0.5869474313087282
88,0.5690800357212425
89,0.586753025111718
90,0.5822965330250878
91,0.5864849771918843
92,0.5748945600453235
93,0.6053583337375755
94,0.600558922887221
95,0.5886778197760533
96,0.5665138882282387
97,0.5736607581917995
98,0.5805615193808162
99,0.5827540737796246
485,0.0005450776915518357
